Pm2.5,Pm10,No2,So2,Co,Aqi,Date,City
33.84,225.55,15.88,30.41,7.27,478,2013-03-11,New York
29.92,147.49,72.17,48.38,7.74,497,2013-03-12,New York
81.99,188.69,94.34,21.79,6.33,339,2013-03-13,New York
38.84,251.07,24.81,25.01,8.33,476,2013-03-14,New York
54.49,245.11,89.86,27.16,5.46,317,2013-03-15,New York
98.4,83.34,32.25,49.59,1.95,99,2013-03-16,New York
134.56,30.48,81.23,5.48,3.95,453,2013-03-17,New York
193.36,61.75,68.89,8.25,6.87,477,2013-03-18,New York
90.29,259.49,74.59,21.45,1.81,44,2013-03-19,New York
68.53,179.97,26.26,16.39,6.18,135,2013-03-20,New York
180.73,170.85,26.31,15.54,6.44,326,2013-03-21,New York
52.57,68.95,45.17,39.71,5.94,124,2013-03-22,New York
76.25,94.33,89.01,17.34,8.25,128,2013-03-23,New York
122.53,161.03,71.7,27.38,4.87,320,2013-03-24,New York
143.99,161.86,22.89,30.83,0.94,432,2013-03-25,New York
65.32,228.11,17.39,44.41,6.79,63,2013-03-26,New York
131.1,74.54,64.03,12.34,5.72,257,2013-03-27,New York
56.42,86.09,78.91,41.64,6.17,336,2013-03-28,New York
111.07,272.83,60.03,48.28,7.0,261,2013-03-29,New York
105.95,55.17,10.51,13.69,1.77,352,2013-03-30,New York
68.71,125.92,61.59,38.12,8.51,245,2013-03-31,New York
153.64,167.55,63.85,25.71,4.51,393,2013-04-01,New York
162.79,138.99,81.26,22.28,3.11,371,2013-04-02,New York
112.78,249.03,93.36,19.24,9.8,320,2013-04-03,New York
48.35,249.99,30.79,39.03,5.17,75,2013-04-04,New York
46.95,141.83,92.47,29.25,4.65,376,2013-04-05,New York
41.18,57.18,56.51,5.34,3.61,213,2013-04-06,New York
130.11,28.86,42.9,34.57,1.39,355,2013-04-07,New York
175.55,288.03,7.61,45.99,8.76,42,2013-04-08,New York
18.14,115.08,87.49,23.68,6.84,406,2013-04-09,New York
187.65,71.8,60.84,44.58,2.19,208,2013-04-10,New York
161.15,126.08,19.96,32.54,1.59,40,2013-04-11,New York
11.74,135.19,75.98,28.9,0.8,100,2013-04-12,New York
89.35,221.67,93.77,40.24,2.31,88,2013-04-13,New York
47.81,203.78,81.61,22.26,3.28,27,2013-04-14,New York
187.54,206.69,13.52,26.39,4.11,93,2013-04-15,New York
158.84,211.49,55.37,46.39,2.75,80,2013-04-16,New York
143.05,71.98,28.47,42.66,3.16,124,2013-04-17,New York
50.62,127.03,13.46,24.12,1.89,135,2013-04-18,New York
48.78,285.86,63.39,8.44,8.22,253,2013-04-19,New York
159.54,51.29,83.06,13.09,1.2,88,2013-04-20,New York
31.53,267.41,30.5,26.42,1.79,86,2013-04-21,New York
72.66,167.17,77.32,24.01,9.63,359,2013-04-22,New York
147.42,135.93,40.02,17.69,3.22,133,2013-04-23,New York
55.69,170.77,55.08,49.5,8.39,50,2013-04-24,New York
190.37,239.03,98.0,37.63,8.05,305,2013-04-25,New York
128.33,52.75,57.64,33.98,5.79,61,2013-04-26,New York
46.38,223.35,37.18,27.22,3.87,440,2013-04-27,New York
147.53,176.51,6.83,21.57,2.72,157,2013-04-28,New York
112.5,129.98,92.44,24.51,9.13,246,2013-04-29,New York
169.3,299.51,30.8,11.68,8.56,139,2013-04-30,New York
135.1,159.95,69.18,7.94,1.44,395,2013-05-01,New York
36.01,251.63,33.15,44.88,7.09,291,2013-05-02,New York
190.66,291.46,21.88,20.16,6.66,97,2013-05-03,New York
78.9,254.2,49.57,24.7,2.14,281,2013-05-04,New York
154.67,100.21,85.98,24.59,5.41,131,2013-05-05,New York
34.02,287.8,77.93,23.67,0.49,411,2013-05-06,New York
147.76,124.91,61.8,36.07,4.13,245,2013-05-07,New York
11.55,186.02,76.34,21.89,0.33,332,2013-05-08,New York
52.92,30.65,50.57,33.14,3.78,221,2013-05-09,New York
20.31,252.09,32.65,43.97,0.81,318,2013-05-10,New York
83.3,42.86,12.35,32.45,3.76,153,2013-05-11,New York
157.26,164.45,20.53,7.78,5.31,485,2013-05-12,New York
119.52,132.7,57.28,5.66,0.46,414,2013-05-13,New York
186.97,276.49,99.31,17.48,6.44,285,2013-05-14,New York
150.87,139.18,82.93,48.02,8.94,367,2013-05-15,New York
121.45,138.82,98.47,11.31,7.71,90,2013-05-16,New York
33.91,50.78,6.93,25.36,3.6,102,2013-05-17,New York
144.9,182.42,10.75,26.37,5.28,91,2013-05-18,New York
63.81,112.05,27.16,7.05,8.78,164,2013-05-19,New York
118.97,186.77,15.97,24.74,1.44,155,2013-05-20,New York
186.27,287.95,46.83,20.51,6.91,202,2013-05-21,New York
113.53,140.0,31.76,2.46,9.36,297,2013-05-22,New York
145.65,152.6,45.2,25.2,3.54,369,2013-05-23,New York
89.43,172.05,85.54,6.56,5.71,153,2013-05-24,New York
155.55,123.7,37.91,28.41,7.94,175,2013-05-25,New York
146.11,162.02,69.99,16.13,3.94,495,2013-05-26,New York
132.09,66.42,95.6,26.4,1.92,376,2013-05-27,New York
75.33,166.59,59.14,29.09,8.15,207,2013-05-28,New York
184.89,243.6,32.41,17.4,3.72,359,2013-05-29,New York
159.22,178.74,14.16,35.22,6.25,475,2013-05-30,New York
176.3,294.93,10.96,16.99,7.42,114,2013-05-31,New York
92.31,224.84,90.65,6.01,3.48,174,2013-06-01,New York
82.2,45.04,73.3,46.41,8.0,403,2013-06-02,New York
45.48,278.92,93.3,2.69,1.61,111,2013-06-03,New York
29.87,166.7,9.31,5.34,2.03,368,2013-06-04,New York
99.35,170.13,33.49,44.52,6.32,113,2013-06-05,New York
68.6,205.62,49.28,14.38,8.05,310,2013-06-06,New York
183.0,245.83,55.51,12.08,4.16,434,2013-06-07,New York
177.65,226.91,6.73,25.31,9.74,163,2013-06-08,New York
86.59,64.45,17.4,38.82,4.58,91,2013-06-09,New York
113.85,54.04,83.24,3.83,5.06,140,2013-06-10,New York
147.94,247.07,98.45,40.36,8.34,359,2013-06-11,New York
112.3,269.93,28.64,32.72,6.79,320,2013-06-12,New York
30.39,107.78,40.69,4.44,7.37,417,2013-06-13,New York
23.74,276.57,32.65,15.97,5.35,125,2013-06-14,New York
119.95,156.04,24.72,41.81,7.74,453,2013-06-15,New York
74.07,268.58,44.83,4.14,1.46,182,2013-06-16,New York
78.81,130.7,59.14,19.91,0.59,56,2013-06-17,New York
129.29,222.3,30.47,16.39,0.93,122,2013-06-18,New York
92.98,68.56,44.38,48.67,6.99,399,2013-06-19,New York
123.54,253.83,5.39,35.04,2.25,406,2013-06-20,New York
47.53,298.7,16.07,31.84,5.54,88,2013-06-21,New York
167.4,272.16,84.22,26.49,6.05,254,2013-06-22,New York
14.73,44.65,76.81,46.82,8.53,379,2013-06-23,New York
15.72,96.2,64.64,24.29,2.26,371,2013-06-24,New York
12.39,285.16,48.26,15.5,9.72,464,2013-06-25,New York
58.12,149.02,97.59,23.29,1.44,378,2013-06-26,New York
119.87,282.74,86.4,4.42,2.45,370,2013-06-27,New York
98.24,24.78,36.43,27.94,8.24,402,2013-06-28,New York
46.43,155.63,73.92,42.58,7.16,82,2013-06-29,New York
41.24,52.29,20.42,44.04,6.94,133,2013-06-30,New York
103.15,238.26,77.86,36.51,5.22,119,2013-07-01,New York
97.17,148.55,57.76,40.61,3.21,100,2013-07-02,New York
160.56,220.21,39.22,42.54,4.25,282,2013-07-03,New York
140.92,137.02,94.92,33.7,2.17,181,2013-07-04,New York
159.82,227.94,40.1,32.7,8.34,276,2013-07-05,New York
65.08,283.01,45.71,20.92,2.09,402,2013-07-06,New York
28.53,238.8,34.91,31.35,3.3,114,2013-07-07,New York
46.98,293.94,52.92,6.77,6.52,31,2013-07-08,New York
190.54,186.55,77.47,28.32,4.87,383,2013-07-09,New York
33.99,222.11,21.14,43.91,9.95,412,2013-07-10,New York
85.44,150.49,97.5,47.32,7.82,49,2013-07-11,New York
127.69,105.88,52.44,3.57,4.98,204,2013-07-12,New York
16.79,33.21,69.67,10.64,7.06,372,2013-07-13,New York
137.04,277.36,52.5,31.29,9.01,341,2013-07-14,New York
91.25,236.09,84.1,42.44,5.75,197,2013-07-15,New York
23.85,209.36,73.05,25.66,5.89,4,2013-07-16,New York
42.85,159.14,27.81,5.41,7.31,26,2013-07-17,New York
44.41,82.7,67.63,30.34,2.87,379,2013-07-18,New York
122.2,127.81,16.34,35.96,8.61,61,2013-07-19,New York
170.1,41.52,29.16,48.09,4.57,290,2013-07-20,New York
186.17,152.47,49.67,21.76,4.79,292,2013-07-21,New York
91.97,241.83,87.38,43.91,8.38,353,2013-07-22,New York
79.5,121.89,35.94,44.15,9.65,481,2013-07-23,New York
11.05,248.73,84.1,8.41,9.35,83,2013-07-24,New York
137.99,76.24,35.61,5.08,8.53,56,2013-07-25,New York
38.61,68.64,97.51,39.29,0.66,175,2013-07-26,New York
174.82,151.64,77.1,36.19,6.31,85,2013-07-27,New York
20.84,133.66,80.83,41.15,6.25,308,2013-07-28,New York
131.98,164.08,26.89,36.24,5.93,117,2013-07-29,New York
192.87,152.91,56.97,41.36,3.67,483,2013-07-30,New York
25.82,123.65,22.24,40.2,0.55,8,2013-07-31,New York
68.71,125.79,77.6,12.22,0.89,280,2013-08-01,New York
73.36,280.97,56.43,28.09,7.15,376,2013-08-02,New York
199.89,166.09,57.96,7.88,9.29,493,2013-08-03,New York
106.14,184.37,57.71,34.64,9.19,175,2013-08-04,New York
173.48,201.76,64.32,20.66,6.12,337,2013-08-05,New York
152.61,72.48,56.16,14.51,7.18,463,2013-08-06,New York
32.39,113.27,46.66,39.1,2.69,439,2013-08-07,New York
115.06,73.08,59.9,11.68,8.35,179,2013-08-08,New York
130.12,284.16,40.04,31.54,7.17,25,2013-08-09,New York
37.62,103.61,12.16,43.83,3.56,1,2013-08-10,New York
161.39,188.32,21.39,15.14,4.49,187,2013-08-11,New York
126.89,225.03,48.84,28.86,5.66,8,2013-08-12,New York
136.86,299.09,90.29,29.84,6.73,359,2013-08-13,New York
144.09,180.61,41.8,34.98,0.74,98,2013-08-14,New York
182.18,216.97,57.55,49.64,6.1,352,2013-08-15,New York
84.24,259.36,86.06,39.29,2.51,371,2013-08-16,New York
163.69,27.21,34.2,8.24,9.65,206,2013-08-17,New York
36.92,78.47,60.37,5.5,4.2,62,2013-08-18,New York
71.47,65.97,62.37,17.86,8.1,45,2013-08-19,New York
22.42,63.09,50.84,10.35,5.59,147,2013-08-20,New York
178.88,197.68,30.14,35.46,9.59,13,2013-08-21,New York
177.37,56.94,5.88,25.06,1.1,439,2013-08-22,New York
199.05,184.86,98.15,8.56,2.42,333,2013-08-23,New York
148.97,94.35,38.0,44.83,7.92,450,2013-08-24,New York
46.53,264.7,74.56,14.42,4.97,409,2013-08-25,New York
193.4,66.95,92.95,29.15,3.64,21,2013-08-26,New York
153.34,148.34,99.55,33.77,2.97,173,2013-08-27,New York
197.56,85.04,73.84,26.08,3.66,430,2013-08-28,New York
35.46,147.81,68.26,22.54,7.21,261,2013-08-29,New York
62.79,107.6,45.43,5.39,9.81,222,2013-08-30,New York
111.53,91.34,44.55,48.53,7.23,452,2013-08-31,New York
148.73,218.01,83.98,10.67,1.52,212,2013-09-01,New York
58.01,96.92,48.38,28.72,8.55,277,2013-09-02,New York
140.42,121.38,19.5,39.12,1.98,277,2013-09-03,New York
174.58,25.42,90.13,5.85,0.26,445,2013-09-04,New York
175.29,213.54,55.92,49.23,8.81,276,2013-09-05,New York
149.04,294.46,72.49,31.37,9.5,105,2013-09-06,New York
170.84,286.81,31.04,19.27,9.88,20,2013-09-07,New York
197.34,250.9,51.45,16.32,0.79,61,2013-09-08,New York
65.63,118.87,12.66,20.12,1.34,358,2013-09-09,New York
24.41,88.94,43.55,9.97,5.51,436,2013-09-10,New York
174.99,24.65,89.98,29.64,6.65,180,2013-09-11,New York
118.37,149.81,41.49,26.59,1.86,119,2013-09-12,New York
103.22,257.83,96.41,45.42,8.13,295,2013-09-13,New York
146.04,136.28,37.19,5.15,9.77,125,2013-09-14,New York
165.59,271.92,42.13,36.55,3.35,80,2013-09-15,New York
179.05,252.81,16.84,22.46,8.27,470,2013-09-16,New York
140.12,235.66,31.91,5.16,9.57,412,2013-09-17,New York
143.69,135.9,61.32,7.99,0.1,220,2013-09-18,New York
123.81,207.25,47.68,14.26,3.21,334,2013-09-19,New York
87.27,267.95,18.4,9.81,1.06,105,2013-09-20,New York
152.53,124.54,90.87,7.8,1.96,282,2013-09-21,New York
41.33,69.76,47.11,42.68,5.82,270,2013-09-22,New York
102.75,240.73,23.43,24.02,2.11,310,2013-09-23,New York
67.29,69.43,93.6,10.64,3.42,282,2013-09-24,New York
60.73,186.4,55.14,31.4,2.28,113,2013-09-25,New York
142.24,92.8,16.81,20.05,3.37,221,2013-09-26,New York
170.67,61.41,76.27,22.92,5.26,454,2013-09-27,New York
121.88,37.73,69.54,22.08,4.01,279,2013-09-28,New York
80.13,46.98,52.74,12.42,7.8,155,2013-09-29,New York
72.25,294.12,80.8,5.02,1.67,70,2013-09-30,New York
43.89,93.83,50.23,46.05,3.9,188,2013-10-01,New York
142.1,241.73,83.91,23.71,9.7,118,2013-10-02,New York
47.93,80.89,68.51,16.9,8.13,209,2013-10-03,New York
165.92,35.2,66.92,14.4,8.84,172,2013-10-04,New York
110.28,158.72,80.06,21.96,3.49,355,2013-10-05,New York
46.03,48.32,6.77,49.0,5.47,227,2013-10-06,New York
193.87,299.59,72.59,24.4,7.3,483,2013-10-07,New York
173.81,21.41,50.44,13.32,0.32,44,2013-10-08,New York
15.55,102.47,40.48,6.88,4.12,270,2013-10-09,New York
163.52,85.1,21.2,36.3,0.42,477,2013-10-10,New York
53.01,25.12,40.66,18.71,7.62,383,2013-10-11,New York
46.57,180.84,65.37,22.73,6.0,481,2013-10-12,New York
95.68,104.6,97.44,41.86,6.02,421,2013-10-13,New York
115.65,104.21,25.14,9.83,9.11,387,2013-10-14,New York
192.59,234.51,18.08,23.58,3.45,400,2013-10-15,New York
34.27,82.93,41.82,8.78,3.51,297,2013-10-16,New York
51.3,291.36,23.58,27.12,6.86,153,2013-10-17,New York
86.28,293.74,98.69,20.4,8.57,407,2013-10-18,New York
93.88,140.33,76.18,30.23,9.85,340,2013-10-19,New York
110.33,288.33,90.71,37.74,7.63,326,2013-10-20,New York
195.09,174.06,46.55,45.42,4.07,191,2013-10-21,New York
176.55,172.47,45.41,49.77,5.51,121,2013-10-22,New York
74.31,289.82,51.39,37.8,7.86,468,2013-10-23,New York
10.76,236.48,33.52,45.24,9.42,415,2013-10-24,New York
121.36,129.93,20.58,24.01,5.64,278,2013-10-25,New York
46.34,291.38,60.98,28.49,3.16,473,2013-10-26,New York
148.2,213.51,23.86,41.67,7.45,387,2013-10-27,New York
134.78,196.23,97.47,24.86,4.7,287,2013-10-28,New York
124.79,268.41,45.94,46.05,0.42,88,2013-10-29,New York
175.1,268.29,16.35,48.27,2.13,394,2013-10-30,New York
111.85,277.98,32.84,23.2,0.51,283,2013-10-31,New York
100.44,86.02,15.48,18.29,7.1,94,2013-11-01,New York
173.57,52.08,96.13,12.99,8.74,279,2013-11-02,New York
98.9,62.77,10.75,42.66,0.84,231,2013-11-03,New York
34.54,262.43,84.77,13.13,8.22,444,2013-11-04,New York
50.84,295.36,24.17,29.37,6.84,327,2013-11-05,New York
38.98,229.83,46.07,27.67,2.24,409,2013-11-06,New York
109.1,100.89,29.97,29.97,0.39,212,2013-11-07,New York
27.65,134.05,73.22,25.81,8.88,409,2013-11-08,New York
195.54,99.62,92.92,39.87,1.68,425,2013-11-09,New York
18.99,115.85,20.2,49.53,9.58,170,2013-11-10,New York
178.12,229.93,87.18,17.25,6.43,102,2013-11-11,New York
78.49,173.89,17.01,38.56,7.73,265,2013-11-12,New York
103.31,121.13,68.83,34.77,7.6,60,2013-11-13,New York
129.36,150.29,82.91,20.86,0.97,391,2013-11-14,New York
149.47,239.11,47.09,39.37,0.69,113,2013-11-15,New York
193.56,247.23,58.81,13.33,4.26,414,2013-11-16,New York
77.84,213.94,14.28,44.05,5.0,360,2013-11-17,New York
85.0,270.34,5.07,2.92,8.53,299,2013-11-18,New York
104.53,73.46,50.65,36.88,5.88,341,2013-11-19,New York
177.49,181.4,24.89,42.23,1.72,245,2013-11-20,New York
107.68,255.11,11.13,17.72,1.19,298,2013-11-21,New York
98.09,55.93,96.08,14.67,2.95,312,2013-11-22,New York
83.59,148.24,15.66,40.25,3.0,277,2013-11-23,New York
114.59,296.62,84.67,29.55,2.08,442,2013-11-24,New York
56.45,218.04,44.89,26.91,0.57,68,2013-11-25,New York
90.88,190.07,70.7,4.42,3.03,283,2013-11-26,New York
195.11,161.44,17.78,11.42,0.29,458,2013-11-27,New York
124.0,260.35,82.76,36.49,6.1,183,2013-11-28,New York
183.85,267.27,71.97,31.56,3.86,498,2013-11-29,New York
141.84,143.46,50.03,33.57,9.38,487,2013-11-30,New York
106.43,129.75,8.09,25.16,4.68,384,2013-12-01,New York
90.91,101.83,68.67,49.21,1.25,444,2013-12-02,New York
133.62,138.64,75.83,49.24,8.87,256,2013-12-03,New York
23.97,83.01,73.87,17.56,5.86,279,2013-12-04,New York
169.17,127.47,15.06,49.43,8.24,346,2013-12-05,New York
132.23,281.66,40.85,34.68,6.0,340,2013-12-06,New York
184.16,148.5,16.1,33.48,3.77,106,2013-12-07,New York
164.58,246.16,94.22,47.01,3.58,77,2013-12-08,New York
12.55,231.43,10.42,10.69,4.51,313,2013-12-09,New York
109.23,262.84,50.2,22.19,7.31,12,2013-12-10,New York
69.78,219.92,14.87,38.21,6.42,110,2013-12-11,New York
82.77,140.96,94.22,33.26,2.73,119,2013-12-12,New York
126.21,80.93,89.4,18.99,9.59,407,2013-12-13,New York
10.46,82.97,68.22,31.6,5.51,119,2013-12-14,New York
147.45,32.16,81.2,4.42,2.06,251,2013-12-15,New York
156.93,133.0,76.35,46.33,6.08,482,2013-12-16,New York
139.31,118.05,36.07,5.4,4.49,446,2013-12-17,New York
188.88,161.67,50.33,15.86,7.96,349,2013-12-18,New York
101.64,283.46,87.01,7.72,4.42,395,2013-12-19,New York
103.89,222.27,55.31,15.81,5.92,293,2013-12-20,New York
112.79,53.52,69.11,5.32,0.61,154,2013-12-21,New York
157.38,172.74,57.1,40.1,8.37,353,2013-12-22,New York
54.18,67.06,66.61,39.21,4.16,68,2013-12-23,New York
87.51,68.41,43.3,10.82,1.34,300,2013-12-24,New York
128.7,77.84,47.72,32.5,8.46,65,2013-12-25,New York
104.84,142.39,83.49,43.15,7.69,47,2013-12-26,New York
119.07,296.41,62.6,21.87,3.75,78,2013-12-27,New York
99.3,66.33,20.88,41.1,1.48,146,2013-12-28,New York
161.69,187.53,30.78,39.51,1.53,0,2013-12-29,New York
107.08,177.95,89.41,24.52,7.77,289,2013-12-30,New York
116.85,62.59,12.84,10.06,7.84,107,2013-12-31,New York
190.24,142.15,33.87,46.1,7.2,476,2014-01-01,New York
172.28,58.05,14.47,7.36,0.1,159,2014-01-02,New York
122.1,127.49,72.68,19.67,4.94,260,2014-01-03,New York
82.33,126.2,59.28,37.73,6.0,7,2014-01-04,New York
12.24,151.64,73.08,25.82,8.23,168,2014-01-05,New York
53.99,261.15,16.58,41.97,8.63,192,2014-01-06,New York
70.79,50.41,97.41,42.17,2.93,361,2014-01-07,New York
99.26,269.83,55.47,13.66,6.0,311,2014-01-08,New York
40.16,166.89,36.72,15.75,1.83,365,2014-01-09,New York
97.43,112.05,54.4,31.19,6.65,27,2014-01-10,New York
61.57,277.98,44.12,20.06,8.33,322,2014-01-11,New York
116.25,88.14,90.37,23.37,2.24,18,2014-01-12,New York
10.06,69.29,72.52,20.95,0.29,251,2014-01-13,New York
62.54,46.45,97.04,30.33,1.27,354,2014-01-14,New York
43.92,71.64,29.3,45.6,5.45,127,2014-01-15,New York
88.09,140.37,29.96,9.68,8.24,211,2014-01-16,New York
97.36,32.86,32.57,7.33,2.14,170,2014-01-17,New York
180.77,25.34,16.7,47.16,2.03,66,2014-01-18,New York
127.79,153.32,92.6,26.02,10.0,426,2014-01-19,New York
167.4,242.52,19.9,10.36,0.97,380,2014-01-20,New York
128.54,266.66,41.3,5.7,8.56,325,2014-01-21,New York
38.14,237.08,60.78,3.91,4.55,370,2014-01-22,New York
188.22,133.96,80.71,27.79,1.79,49,2014-01-23,New York
143.36,56.26,40.7,44.45,9.0,82,2014-01-24,New York
127.66,41.4,36.84,31.12,8.29,265,2014-01-25,New York
147.31,177.63,77.67,22.19,6.91,268,2014-01-26,New York
165.43,93.23,85.77,16.5,6.54,164,2014-01-27,New York
116.54,171.11,58.41,30.44,7.42,137,2014-01-28,New York
164.76,102.27,42.75,29.89,1.73,245,2014-01-29,New York
149.58,94.28,56.0,30.69,2.21,291,2014-01-30,New York
138.36,178.05,5.58,17.14,8.5,321,2014-01-31,New York
92.4,293.55,41.24,9.21,5.37,276,2014-02-01,New York
39.89,224.53,75.82,34.03,9.33,204,2014-02-02,New York
124.31,297.26,25.33,25.24,1.39,154,2014-02-03,New York
116.77,278.57,98.87,41.28,4.19,109,2014-02-04,New York
69.42,299.9,75.04,19.2,1.93,497,2014-02-05,New York
80.32,217.12,88.01,22.88,5.51,365,2014-02-06,New York
167.59,221.95,11.54,28.93,0.86,137,2014-02-07,New York
131.38,217.62,9.33,25.58,6.26,34,2014-02-08,New York
17.15,282.44,83.14,31.65,0.94,309,2014-02-09,New York
173.38,106.15,93.91,17.53,9.12,492,2014-02-10,New York
133.1,41.42,63.05,40.44,2.13,111,2014-02-11,New York
21.84,211.85,64.86,34.75,4.11,480,2014-02-12,New York
167.71,143.27,66.0,21.47,0.28,259,2014-02-13,New York
67.0,147.78,27.44,37.96,0.17,219,2014-02-14,New York
28.91,148.9,36.75,20.81,9.05,416,2014-02-15,New York
198.95,187.59,69.6,35.34,3.52,451,2014-02-16,New York
132.85,236.92,46.88,35.93,5.45,170,2014-02-17,New York
10.55,60.15,82.22,3.4,9.61,118,2014-02-18,New York
40.94,191.7,15.45,15.7,1.78,425,2014-02-19,New York
44.72,263.91,44.94,47.32,5.35,305,2014-02-20,New York
190.15,103.91,11.7,43.47,3.29,188,2014-02-21,New York
153.83,228.3,72.4,25.28,8.34,325,2014-02-22,New York
126.08,215.65,16.08,9.48,0.57,356,2014-02-23,New York
66.93,56.93,27.55,27.27,9.07,23,2014-02-24,New York
11.82,110.3,15.72,39.52,1.76,31,2014-02-25,New York
127.13,93.07,27.74,24.4,4.06,294,2014-02-26,New York
176.62,148.16,90.26,41.89,3.14,98,2014-02-27,New York
155.37,86.89,64.72,43.47,2.28,402,2014-02-28,New York
49.44,115.14,77.71,34.35,9.78,402,2014-03-01,New York
107.35,24.72,48.45,11.8,2.8,30,2014-03-02,New York
85.97,179.7,84.77,22.29,3.9,482,2014-03-03,New York
148.55,267.37,43.98,20.3,7.68,54,2014-03-04,New York
110.26,293.22,70.31,48.49,7.83,111,2014-03-05,New York
132.39,156.06,91.84,20.1,8.72,81,2014-03-06,New York
141.99,262.49,82.89,40.31,7.82,196,2014-03-07,New York
76.43,226.45,38.76,31.08,4.2,221,2014-03-08,New York
34.33,33.12,90.33,18.0,7.58,55,2014-03-09,New York
189.87,54.48,12.11,30.75,0.54,42,2014-03-10,New York
100.71,27.39,21.14,35.88,7.3,65,2014-03-11,New York
16.19,118.45,90.34,24.55,5.56,8,2014-03-12,New York
157.72,284.89,54.88,41.36,6.52,126,2014-03-13,New York
149.64,283.48,23.71,35.87,8.97,377,2014-03-14,New York
78.77,150.49,64.07,41.97,6.67,392,2014-03-15,New York
87.12,259.19,6.72,10.73,7.87,345,2014-03-16,New York
97.3,213.46,41.04,23.28,7.8,371,2014-03-17,New York
35.75,36.35,39.9,25.26,3.54,29,2014-03-18,New York
80.24,34.77,83.77,45.27,1.92,197,2014-03-19,New York
20.9,25.62,67.54,22.76,4.14,234,2014-03-20,New York
22.04,85.27,96.97,5.77,9.82,103,2014-03-21,New York
165.23,108.44,17.91,39.74,3.95,461,2014-03-22,New York
124.34,146.01,65.79,26.78,6.07,443,2014-03-23,New York
66.13,80.15,13.75,29.57,3.69,116,2014-03-24,New York
167.38,86.19,8.42,2.22,8.11,299,2014-03-25,New York
183.33,209.01,88.07,40.09,4.4,144,2014-03-26,New York
130.73,49.34,78.38,5.63,7.8,361,2014-03-27,New York
14.79,94.83,73.97,40.35,5.5,143,2014-03-28,New York
19.62,71.15,65.12,44.93,1.13,254,2014-03-29,New York
115.98,232.4,62.06,36.56,0.86,392,2014-03-30,New York
114.16,113.43,94.04,9.26,5.21,297,2014-03-31,New York
86.86,207.79,39.4,27.59,2.31,228,2014-04-01,New York
50.76,91.32,11.04,21.29,8.67,303,2014-04-02,New York
99.81,67.28,8.49,31.29,1.32,152,2014-04-03,New York
32.63,210.71,32.83,28.58,3.76,239,2014-04-04,New York
20.21,81.88,56.99,16.43,5.7,242,2014-04-05,New York
81.56,106.9,10.71,38.98,6.07,256,2014-04-06,New York
91.76,72.11,59.85,14.01,6.68,139,2014-04-07,New York
115.74,243.44,44.78,28.86,9.56,396,2014-04-08,New York
76.62,296.06,22.68,20.74,9.1,216,2014-04-09,New York
39.9,243.08,34.23,9.45,5.17,416,2014-04-10,New York
117.89,33.88,21.17,31.06,7.85,458,2014-04-11,New York
195.52,34.23,79.19,18.95,4.54,283,2014-04-12,New York
124.96,170.84,35.45,14.19,1.51,399,2014-04-13,New York
78.04,20.32,54.82,36.92,0.4,26,2014-04-14,New York
159.74,253.92,25.85,30.73,0.63,59,2014-04-15,New York
13.19,177.79,45.43,7.26,3.06,214,2014-04-16,New York
98.63,50.42,78.33,28.75,5.12,167,2014-04-17,New York
74.09,206.4,6.54,13.38,1.03,404,2014-04-18,New York
131.3,104.83,35.72,42.94,0.51,492,2014-04-19,New York
147.75,54.68,94.67,28.71,9.13,86,2014-04-20,New York
52.94,108.08,50.07,22.99,9.93,15,2014-04-21,New York
95.63,127.72,48.22,33.44,9.17,132,2014-04-22,New York
72.68,258.56,87.46,7.02,6.98,237,2014-04-23,New York
